method,trial,evaluation,objective,c8_hit,c8_center_distance_px,furthest_mirror,furthest_camera
bayes,7,23,-1000000.0,False,,1,0
bayes,7,24,-1000000.0,False,,1,0
bayes,7,25,-1000000.0,False,,1,0
bayes,7,26,-1000000.0,False,,1,0
bayes,7,27,-1000000.0,False,,1,0
bayes,7,28,-1000000.0,False,,1,0
bayes,7,29,-1000000.0,False,,1,0
bayes,7,30,-1000000.0,False,,1,0
bayes,7,31,-1000000.0,False,,1,0
bayes,7,32,-1000000.0,False,,1,0
bayes,7,33,-1000000.0,False,,1,0
bayes,7,34,-1000000.0,False,,1,0
bayes,7,35,-1000000.0,False,,1,0
bayes,7,36,-1000000.0,False,,1,0
bayes,7,37,-1000000.0,False,,1,0
bayes,7,38,-1000000.0,False,,1,0
bayes,7,39,-1000000.0,False,,1,0
bayes,7,40,-1000000.0,False,,1,0
bayes,7,41,-1000000.0,False,,1,0
bayes,7,42,-1000000.0,False,,1,0
bayes,7,43,-1000000.0,False,,1,0
bayes,7,44,-1000000.0,False,,1,0
bayes,7,45,-1000000.0,False,,1,0
bayes,7,46,-1000000.0,False,,1,0
bayes,7,47,-1000000.0,False,,1,0
bayes,7,48,-1000000.0,False,,1,0
bayes,7,49,-1000000.0,False,,1,0
bayes,7,50,-1000000.0,False,,1,0
bayes,7,51,-1000000.0,False,,1,0
bayes,7,52,-1000000.0,False,,1,0
bayes,7,53,-1000000.0,False,,1,0
bayes,7,54,-1000000.0,False,,1,0
bayes,7,55,-1000000.0,False,,1,0
bayes,7,56,-1000000.0,False,,1,0
bayes,7,57,-1000000.0,False,,2,1
bayes,7,58,-1000000.0,False,,1,0
bayes,7,59,-1000000.0,False,,1,0
bayes,7,60,-1000000.0,False,,1,0
bayes,7,61,-1000000.0,False,,1,0
bayes,7,62,-1000000.0,False,,1,0
bayes,7,63,-1000000.0,False,,1,0
bayes,7,64,-1000000.0,False,,1,0
bayes,7,65,-1000000.0,False,,2,1
bayes,7,66,-1000000.0,False,,1,0
bayes,7,67,-1000000.0,False,,1,0
bayes,7,68,-1000000.0,False,,1,0
bayes,7,69,-1000000.0,False,,1,0
bayes,7,70,-1000000.0,False,,1,0
bayes,7,71,-1000000.0,False,,1,1
bayes,7,72,-1000000.0,False,,2,2
bayes,7,73,-1000000.0,False,,1,0
bayes,7,74,-1000000.0,False,,1,0
bayes,7,75,-1000000.0,False,,1,0
bayes,7,76,-1000000.0,False,,1,0
bayes,7,77,-1000000.0,False,,1,0
bayes,7,78,-1000000.0,False,,1,0
bayes,7,79,-1000000.0,False,,1,0
bayes,7,80,-1000000.0,False,,1,0
bayes,7,81,-1000000.0,False,,1,0
bayes,7,82,-1000000.0,False,,1,0
bayes,7,83,-1000000.0,False,,1,0
bayes,7,84,-1000000.0,False,,1,0
bayes,7,85,-1000000.0,False,,1,1
bayes,7,86,-1000000.0,False,,1,0
bayes,7,87,-1000000.0,False,,1,0
bayes,7,88,-1000000.0,False,,1,0
bayes,7,89,-1000000.0,False,,1,0
bayes,7,90,-1000000.0,False,,1,0
bayes,7,91,-1000000.0,False,,1,0
bayes,7,92,-1000000.0,False,,1,0
bayes,7,93,-1000000.0,False,,1,0
bayes,7,94,-1000000.0,False,,1,0
bayes,7,95,-1000000.0,False,,1,0
bayes,7,96,-1000000.0,False,,1,0
bayes,7,97,-1000000.0,False,,1,0
bayes,7,98,-1000000.0,False,,1,0
bayes,7,99,-1000000.0,False,,1,0
bayes,7,100,-1000000.0,False,,1,0
bayes,8,0,-1000000.0,False,,1,0
bayes,8,1,-1000000.0,False,,1,0
bayes,8,2,-1000000.0,False,,1,0
bayes,8,3,-1000000.0,False,,1,0
bayes,8,4,-1000000.0,False,,1,0
bayes,8,5,-1000000.0,False,,2,1
bayes,8,6,-1000000.0,False,,1,0
bayes,8,7,-1000000.0,False,,1,0
bayes,8,8,-1000000.0,False,,2,1
bayes,8,9,-1000000.0,False,,1,0
bayes,8,10,-1000000.0,False,,1,0
bayes,8,11,-1000000.0,False,,1,0
bayes,8,12,-1000000.0,False,,1,0
bayes,8,13,-1000000.0,False,,1,0
bayes,8,14,-1000000.0,False,,1,0
bayes,8,15,-1000000.0,False,,1,0
bayes,8,16,-1000000.0,False,,1,0
bayes,8,17,-1000000.0,False,,1,0
bayes,8,18,-1000000.0,False,,1,0
bayes,8,19,-1000000.0,False,,1,0
bayes,8,20,-1000000.0,False,,1,0
bayes,8,21,-1000000.0,False,,1,0
bayes,8,22,-1000000.0,False,,1,0
bayes,8,23,-1000000.0,False,,1,0
bayes,8,24,-1000000.0,False,,1,0
bayes,8,25,-1000000.0,False,,1,0
bayes,8,26,-1000000.0,False,,1,0
bayes,8,27,-1000000.0,False,,2,1
bayes,8,28,-1000000.0,False,,1,0
bayes,8,29,-1000000.0,False,,2,2
bayes,8,30,-1000000.0,False,,1,0
bayes,8,31,-1000000.0,False,,3,3
bayes,8,32,-1000000.0,False,,1,0
bayes,8,33,-1000000.0,False,,1,0
bayes,8,34,-1000000.0,False,,2,1
bayes,8,35,-1000000.0,False,,1,0
bayes,8,36,-1000000.0,False,,1,0
bayes,8,37,-1000000.0,False,,1,0
bayes,8,38,-1000000.0,False,,1,0
bayes,8,39,-1000000.0,False,,1,0
bayes,8,40,-1000000.0,False,,1,0
bayes,8,41,-1000000.0,False,,1,0
bayes,8,42,-1000000.0,False,,1,0
bayes,8,43,-1000000.0,False,,1,0
bayes,8,44,-1000000.0,False,,1,0
bayes,8,45,-1000000.0,False,,1,0
bayes,8,46,-1000000.0,False,,1,0
bayes,8,47,-1000000.0,False,,2,1
bayes,8,48,-1000000.0,False,,1,0
bayes,8,49,-1000000.0,False,,1,0
bayes,8,50,-1000000.0,False,,1,0
bayes,8,51,-1000000.0,False,,1,0
bayes,8,52,-1000000.0,False,,1,0
bayes,8,53,-1000000.0,False,,1,0
bayes,8,54,-1000000.0,False,,1,0
bayes,8,55,-1000000.0,False,,1,0
bayes,8,56,-1000000.0,False,,1,0
bayes,8,57,-1000000.0,False,,1,0
bayes,8,58,-1000000.0,False,,1,0
bayes,8,59,-1000000.0,False,,1,0
bayes,8,60,-1000000.0,False,,1,0
bayes,8,61,-1000000.0,False,,1,0
bayes,8,62,-1000000.0,False,,1,0
bayes,8,63,-1000000.0,False,,1,0
bayes,8,64,-1000000.0,False,,2,1
bayes,8,65,-1000000.0,False,,1,0
bayes,8,66,-1000000.0,False,,1,0
bayes,8,67,-1000000.0,False,,1,0
bayes,8,68,-1000000.0,False,,1,0
bayes,8,69,-1000000.0,False,,1,0
bayes,8,70,-1000000.0,False,,2,1
bayes,8,71,-1000000.0,False,,1,0
bayes,8,72,-1000000.0,False,,2,1
bayes,8,73,-1000000.0,False,,1,0
bayes,8,74,-1000000.0,False,,1,0
bayes,8,75,-1000000.0,False,,1,0
bayes,8,76,-1000000.0,False,,1,0
bayes,8,77,-1000000.0,False,,1,0
bayes,8,78,-1000000.0,False,,1,0
bayes,8,79,-1000000.0,False,,2,2
bayes,8,80,-1000000.0,False,,1,0
bayes,8,81,-1000000.0,False,,1,0
bayes,8,82,-1000000.0,False,,1,0
bayes,8,83,-1000000.0,False,,2,1
bayes,8,84,-1000000.0,False,,1,0
bayes,8,85,-1000000.0,False,,2,2
bayes,8,86,-1000000.0,False,,1,0
bayes,8,87,-1000000.0,False,,1,0
bayes,8,88,-1000000.0,False,,1,0
bayes,8,89,-1000000.0,False,,1,0
bayes,8,90,-1000000.0,False,,1,0
bayes,8,91,-1000000.0,False,,1,0
bayes,8,92,-1000000.0,False,,1,0
bayes,8,93,-1000000.0,False,,1,0
bayes,8,94,-1000000.0,False,,1,0
bayes,8,95,-1000000.0,False,,1,1
bayes,8,96,-1000000.0,False,,1,0
bayes,8,97,-1000000.0,False,,1,0
bayes,8,98,-1000000.0,False,,1,0
bayes,8,99,-1000000.0,False,,1,0
bayes,8,100,-1000000.0,False,,1,0
bayes,9,0,-1000000.0,False,,1,0
bayes,9,1,-1000000.0,False,,1,0
bayes,9,2,-1000000.0,False,,1,0
bayes,9,3,-1000000.0,False,,1,0
bayes,9,4,-1000000.0,False,,1,0
bayes,9,5,-1000000.0,False,,1,1
bayes,9,6,-1000000.0,False,,1,0
bayes,9,7,-1000000.0,False,,2,1
bayes,9,8,-1000000.0,False,,2,1
bayes,9,9,-1000000.0,False,,1,0
bayes,9,10,-1000000.0,False,,1,0
bayes,9,11,-1000000.0,False,,1,0
bayes,9,12,-1000000.0,False,,1,0
bayes,9,13,-1000000.0,False,,1,0
bayes,9,14,-1000000.0,False,,1,0
bayes,9,15,-1000000.0,False,,1,0
bayes,9,16,-1000000.0,False,,1,0
bayes,9,17,-1000000.0,False,,1,0
bayes,9,18,-1000000.0,False,,1,1
bayes,9,19,-1000000.0,False,,1,0
bayes,9,20,-1000000.0,False,,1,0
bayes,9,21,-1000000.0,False,,1,0
bayes,9,22,-1000000.0,False,,1,0
bayes,9,23,-1000000.0,False,,1,0
bayes,9,24,-1000000.0,False,,1,0
bayes,9,25,-1000000.0,False,,1,0
bayes,9,26,-1000000.0,False,,1,0
bayes,9,27,-1000000.0,False,,1,0
bayes,9,28,-1000000.0,False,,1,0
bayes,9,29,-1000000.0,False,,1,0
bayes,9,30,-1000000.0,False,,1,0
bayes,9,31,-1000000.0,False,,1,0
bayes,9,32,-1000000.0,False,,2,1
bayes,9,33,-1000000.0,False,,1,0
bayes,9,34,-1000000.0,False,,1,0
bayes,9,35,-1000000.0,False,,1,0
bayes,9,36,-1000000.0,False,,1,0
bayes,9,37,-1000000.0,False,,1,0
bayes,9,38,-1000000.0,False,,2,1
bayes,9,39,-1000000.0,False,,1,0
bayes,9,40,-1000000.0,False,,1,0
bayes,9,41,-1000000.0,False,,1,0
bayes,9,42,-1000000.0,False,,1,0
bayes,9,43,-1000000.0,False,,1,0
bayes,9,44,-1000000.0,False,,2,1
bayes,9,45,-1000000.0,False,,1,0
bayes,9,46,-1000000.0,False,,2,3
bayes,9,47,-1000000.0,False,,1,0
bayes,9,48,-1000000.0,False,,1,0
bayes,9,49,-1000000.0,False,,2,1
bayes,9,50,-1000000.0,False,,1,0
bayes,9,51,-1000000.0,False,,1,1
bayes,9,52,-1000000.0,False,,1,0
bayes,9,53,-1000000.0,False,,1,1
bayes,9,54,-1000000.0,False,,1,0
bayes,9,55,-1000000.0,False,,1,0
bayes,9,56,-1000000.0,False,,1,1
bayes,9,57,-1000000.0,False,,1,0
bayes,9,58,-1000000.0,False,,1,0
bayes,9,59,-1000000.0,False,,1,0
bayes,9,60,-1000000.0,False,,1,0
bayes,9,61,-1000000.0,False,,1,0
bayes,9,62,-1000000.0,False,,1,0
bayes,9,63,-1000000.0,False,,1,0
bayes,9,64,-1000000.0,False,,1,0
bayes,9,65,-1000000.0,False,,1,1
bayes,9,66,-1000000.0,False,,1,0
bayes,9,67,-1000000.0,False,,1,0
bayes,9,68,-1000000.0,False,,2,1
bayes,9,69,-1000000.0,False,,1,0
bayes,9,70,-1000000.0,False,,1,1
bayes,9,71,-1000000.0,False,,1,0
bayes,9,72,-1000000.0,False,,1,0
bayes,9,73,-1000000.0,False,,1,0
bayes,9,74,-1000000.0,False,,1,0
bayes,9,75,-1000000.0,False,,1,0
bayes,9,76,-1000000.0,False,,1,0
bayes,9,77,-1000000.0,False,,1,0
bayes,9,78,-1000000.0,False,,1,0
bayes,9,79,-1000000.0,False,,1,0
bayes,9,80,-1000000.0,False,,1,0
bayes,9,81,-1000000.0,False,,1,0
bayes,9,82,-1000000.0,False,,1,0
bayes,9,83,-1000000.0,False,,1,0
bayes,9,84,-1000000.0,False,,1,0
bayes,9,85,-1000000.0,False,,1,0
bayes,9,86,-1000000.0,False,,1,0
bayes,9,87,-1000000.0,False,,1,0
bayes,9,88,-1000000.0,False,,1,0
bayes,9,89,-1000000.0,False,,1,0
bayes,9,90,-1000000.0,False,,1,0
bayes,9,91,-1000000.0,False,,1,0
bayes,9,92,-1000000.0,False,,1,0
bayes,9,93,-1000000.0,False,,1,0
bayes,9,94,-1000000.0,False,,1,0
bayes,9,95,-1000000.0,False,,1,0
bayes,9,96,-1000000.0,False,,1,0
bayes,9,97,-1000000.0,False,,1,0
bayes,9,98,-1000000.0,False,,1,0
bayes,9,99,-1000000.0,False,,1,0
bayes,9,100,-1000000.0,False,,2,1
bayes,10,0,-1000000.0,False,,1,0
bayes,10,1,-1000000.0,False,,1,0
bayes,10,2,-1000000.0,False,,1,0
bayes,10,3,-1000000.0,False,,1,1
bayes,10,4,-1000000.0,False,,1,0
bayes,10,5,-1000000.0,False,,1,0
bayes,10,6,-1000000.0,False,,1,0
bayes,10,7,-1000000.0,False,,1,0
bayes,10,8,-1000000.0,False,,1,0
bayes,10,9,-1000000.0,False,,1,0
bayes,10,10,-1000000.0,False,,1,0
bayes,10,11,-1000000.0,False,,1,0
bayes,10,12,-1000000.0,False,,1,0
bayes,10,13,-1000000.0,False,,1,0
bayes,10,14,-1000000.0,False,,1,0
bayes,10,15,-1000000.0,False,,2,2
bayes,10,16,-1000000.0,False,,1,0
bayes,10,17,-1000000.0,False,,1,0
bayes,10,18,-1000000.0,False,,2,1
bayes,10,19,-1000000.0,False,,1,0
bayes,10,20,-1000000.0,False,,1,0
bayes,10,21,-1000000.0,False,,1,0
bayes,10,22,-1000000.0,False,,1,0
bayes,10,23,-1000000.0,False,,1,0
bayes,10,24,-1000000.0,False,,1,0
bayes,10,25,-1000000.0,False,,1,0
bayes,10,26,-1000000.0,False,,1,0
bayes,10,27,-1000000.0,False,,1,0
bayes,10,28,-1000000.0,False,,1,0
bayes,10,29,-1000000.0,False,,1,0
bayes,10,30,-1000000.0,False,,1,0
bayes,10,31,-1000000.0,False,,1,0
bayes,10,32,-1000000.0,False,,1,0
bayes,10,33,-1000000.0,False,,1,0
bayes,10,34,-1000000.0,False,,1,0
bayes,10,35,-1000000.0,False,,1,0
bayes,10,36,-1000000.0,False,,1,0
bayes,10,37,-1000000.0,False,,1,0
bayes,10,38,-1000000.0,False,,1,0
bayes,10,39,-1000000.0,False,,1,0
bayes,10,40,-1000000.0,False,,1,0
bayes,10,41,-1000000.0,False,,1,0
bayes,10,42,-1000000.0,False,,1,0
bayes,10,43,-1000000.0,False,,1,0
bayes,10,44,-1000000.0,False,,1,0
bayes,10,45,-1000000.0,False,,1,0
bayes,10,46,-1000000.0,False,,1,0
bayes,10,47,-1000000.0,False,,1,0
bayes,10,48,-1000000.0,False,,1,0
bayes,10,49,-1000000.0,False,,1,0
bayes,10,50,-1000000.0,False,,1,0
bayes,10,51,-1000000.0,False,,1,0
bayes,10,52,-1000000.0,False,,1,0
bayes,10,53,-1000000.0,False,,1,0
bayes,10,54,-1000000.0,False,,1,0
bayes,10,55,-1000000.0,False,,1,0
bayes,10,56,-1000000.0,False,,1,0
bayes,10,57,-1000000.0,False,,1,0
bayes,10,58,-1000000.0,False,,1,0
bayes,10,59,-1000000.0,False,,1,0
bayes,10,60,-1000000.0,False,,1,0
bayes,10,61,-1000000.0,False,,2,2
bayes,10,62,-1000000.0,False,,1,0
bayes,10,63,-1000000.0,False,,1,0
bayes,10,64,-1000000.0,False,,1,0
bayes,10,65,-1000000.0,False,,1,0
bayes,10,66,-1000000.0,False,,1,0
bayes,10,67,-1000000.0,False,,1,0
bayes,10,68,-1000000.0,False,,1,0
bayes,10,69,-1000000.0,False,,1,0
bayes,10,70,-1000000.0,False,,1,0
bayes,10,71,-1000000.0,False,,1,0
bayes,10,72,-1000000.0,False,,1,0
bayes,10,73,-1000000.0,False,,1,0
bayes,10,74,-1000000.0,False,,1,0
bayes,10,75,-1000000.0,False,,1,1
bayes,10,76,-1000000.0,False,,1,0
bayes,10,77,-1000000.0,False,,1,0
bayes,10,78,-1000000.0,False,,1,0
bayes,10,79,-1000000.0,False,,1,0
bayes,10,80,-1000000.0,False,,1,0
bayes,10,81,-1000000.0,False,,1,0
bayes,10,82,-1000000.0,False,,1,0
bayes,10,83,-1000000.0,False,,1,0
bayes,10,84,-1000000.0,False,,1,0
bayes,10,85,-1000000.0,False,,1,0
bayes,10,86,-1000000.0,False,,1,0
bayes,10,87,-1000000.0,False,,1,0
bayes,10,88,-1000000.0,False,,1,0
bayes,10,89,-1000000.0,False,,1,0
bayes,10,90,-1000000.0,False,,1,0
bayes,10,91,-1000000.0,False,,1,0
bayes,10,92,-1000000.0,False,,1,0
bayes,10,93,-1000000.0,False,,1,0
bayes,10,94,-1000000.0,False,,1,0
bayes,10,95,-1000000.0,False,,1,0
bayes,10,96,-1000000.0,False,,1,0
bayes,10,97,-1000000.0,False,,1,0
bayes,10,98,-1000000.0,False,,1,0
bayes,10,99,-1000000.0,False,,1,0
bayes,10,100,-1000000.0,False,,1,0
